[16/06/2022 21:28:59] Player: Trinitty | Reward: 1x removedor de frags
[25/08/2022 20:14:33] Player: Morgahar | Reward: 1x removedor de frags
[25/08/2022 20:14:44] Player: Morgahar | Reward: 15x critical feather
[25/08/2022 20:14:54] Player: Morgahar | Reward: 15x critical feather
[25/08/2022 20:15:05] Player: Morgahar | Reward: 15x dodge stone
[25/08/2022 20:15:19] Player: Morgahar | Reward: 15x dodge stone
[25/08/2022 20:15:33] Player: Morgahar | Reward: 15x dodge stone
[25/08/2022 20:15:47] Player: Morgahar | Reward: 15x dodge stone
[25/08/2022 20:16:08] Player: Morgahar | Reward: 1x stamina potion
[25/08/2022 20:16:38] Player: Morgahar | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:16:49] Player: Morgahar | Reward: 5x [+500%] EXP Food
[25/08/2022 20:17:01] Player: Morgahar | Reward: 1x removedor de frags
[25/08/2022 20:20:01] Player: Morgahar | Reward: 1x caixa da sorte
[25/08/2022 20:20:31] Player: Morgahar | Reward: 1x hyper key
[25/08/2022 20:20:43] Player: Morgahar | Reward: 1x caixa da sorte
[25/08/2022 20:20:58] Player: Morgahar | Reward: 5x [+500%] EXP Food
[25/08/2022 20:21:09] Player: Morgahar | Reward: 5x [+500%] EXP Food
[25/08/2022 20:24:35] Player: Real Stylexx | Reward: 1x caixa da sorte
[25/08/2022 20:24:48] Player: Morningstar | Reward: 1x refinamento excelente
[25/08/2022 20:25:04] Player: Real Stylexx | Reward: 1x stamina potion
[25/08/2022 20:41:35] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:41:46] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:41:56] Player: Pintudinho | Reward: 1x stamina infinita
[25/08/2022 20:42:11] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:42:22] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:42:33] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:42:44] Player: Pintudinho | Reward: 1x hyper key
[25/08/2022 20:42:55] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:43:06] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:43:20] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:43:33] Player: Pintudinho | Reward: 1x stamina infinita
[25/08/2022 20:43:45] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:43:55] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:44:06] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:44:17] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:44:29] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:44:39] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:44:49] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:45:00] Player: Pintudinho | Reward: 1x hyper key
[25/08/2022 20:45:11] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:45:25] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:45:35] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 20:45:45] Player: Pintudinho | Reward: 1x stamina infinita
[25/08/2022 20:45:56] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:46:07] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:46:17] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:46:27] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:46:38] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:46:48] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:47:00] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 20:47:15] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:47:26] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:47:37] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:47:48] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:48:00] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:48:11] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:48:23] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:48:37] Player: Pintudinho | Reward: 1x caixa da sorte
[25/08/2022 20:48:47] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:49:00] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:49:14] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:49:24] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:49:35] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:49:54] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:50:04] Player: Pintudinho | Reward: 1x hyper staff
[25/08/2022 20:50:27] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:50:39] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:50:50] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:51:04] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:51:16] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:51:33] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:51:44] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 20:51:55] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:52:06] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:52:21] Player: Pintudinho | Reward: 1x stamina infinita
[25/08/2022 20:52:32] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:52:47] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:52:59] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:53:10] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:53:24] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:53:35] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:53:45] Player: Pintudinho | Reward: 1x caixa da sorte
[25/08/2022 20:53:57] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:54:07] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:54:17] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:54:28] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:54:38] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:54:51] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:55:02] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:55:17] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:55:27] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 20:55:40] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:55:51] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:56:01] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:56:16] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:56:27] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 20:56:41] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:56:51] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 20:57:01] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:57:11] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:57:21] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:57:31] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 20:57:42] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:57:53] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:58:04] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 20:58:17] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 20:58:27] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 20:58:38] Player: Pintudinho | Reward: 1x caixa da sorte
[25/08/2022 20:58:48] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:58:58] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 20:59:08] Player: Pintudinho | Reward: 1x stamina infinita
[25/08/2022 20:59:19] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 20:59:30] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:59:41] Player: Pintudinho | Reward: 1x removedor de frags
[25/08/2022 20:59:51] Player: Pintudinho | Reward: 1x caixa da sorte
[25/08/2022 21:00:01] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 21:00:12] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 21:00:22] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 21:00:36] Player: Pintudinho | Reward: 1x caixa da sorte
[25/08/2022 21:00:47] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:01:19] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:01:30] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 21:01:40] Player: Pintudinho | Reward: 5x [+300%] EXP Food
[25/08/2022 21:01:50] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 21:02:01] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 21:02:11] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:02:21] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 21:02:31] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:02:41] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 21:02:50] Player: Pintudinho | Reward: 15x dodge stone
[25/08/2022 21:03:00] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 21:03:10] Player: Pintudinho | Reward: 1x refinamento excelente
[25/08/2022 21:03:20] Player: Gringo Paladin | Reward: 1x removedor de frags
[25/08/2022 21:03:29] Player: Pintudinho | Reward: 1x hyper key
[25/08/2022 21:03:40] Player: Pintudinho | Reward: 5x [+600%] EXP Egg
[25/08/2022 21:03:51] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:04:01] Player: Pintudinho | Reward: 5x [+500%] EXP Food
[25/08/2022 21:04:11] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 21:04:22] Player: Pintudinho | Reward: 1x [+1000%] EXP Potion
[25/08/2022 21:04:35] Player: Pintudinho | Reward: 15x critical feather
[25/08/2022 21:04:45] Player: Pintudinho | Reward: 1x stamina potion
[25/08/2022 23:00:48] Player: Noob | Reward: 15x critical feather
[26/08/2022 00:25:10] Player: Boomer | Reward: 5x [+500%] EXP Food
[26/08/2022 00:25:31] Player: Boomer | Reward: 5x [+500%] EXP Food
[26/08/2022 00:25:43] Player: Boomer | Reward: 5x [+300%] EXP Food
[26/08/2022 00:25:54] Player: Boomer | Reward: 5x [+600%] EXP Egg
[26/08/2022 00:26:05] Player: Boomer | Reward: 15x dodge stone
[26/08/2022 00:26:16] Player: Boomer | Reward: 1x hyper key
[26/08/2022 00:26:26] Player: Boomer | Reward: 1x refinamento excelente
[26/08/2022 00:26:36] Player: Boomer | Reward: 5x [+300%] EXP Food
[26/08/2022 00:26:47] Player: Boomer | Reward: 5x [+600%] EXP Egg
[26/08/2022 00:27:14] Player: Boomer | Reward: 5x [+600%] EXP Egg
[26/08/2022 00:51:45] Player: Pally Maldito | Reward: 1x refinamento excelente
[26/08/2022 00:51:54] Player: Gringo Paladin | Reward: 5x [+300%] EXP Food
[26/08/2022 00:52:26] Player: Lord eld | Reward: 1x hyper key
[26/08/2022 00:52:46] Player: Lord eld | Reward: 1x stamina potion
[26/08/2022 01:04:29] Player: Tyler | Reward: 1x [+1000%] EXP Potion
[26/08/2022 11:02:13] Player: Alex Ms | Reward: 1x stamina potion
[26/08/2022 13:03:25] Player: Comando Voador | Reward: 1x removedor de frags
[26/08/2022 13:03:46] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[26/08/2022 14:26:26] Player: Anonymous | Reward: 1x stamina potion
[26/08/2022 14:30:59] Player: Bill | Reward: 1x refinamento excelente
[26/08/2022 14:31:15] Player: Bill | Reward: 15x dodge stone
[26/08/2022 16:48:58] Player: Pies Na Baby | Reward: 15x critical feather
[26/08/2022 16:49:08] Player: Pies Na Baby | Reward: 1x [+1000%] EXP Potion
[26/08/2022 16:49:18] Player: Pies Na Baby | Reward: 1x hyper key
[26/08/2022 16:49:30] Player: Pies Na Baby | Reward: 15x critical feather
[26/08/2022 16:50:18] Player: Pies Na Baby | Reward: 5x [+500%] EXP Food
[26/08/2022 16:50:29] Player: Pies Na Baby | Reward: 1x [+1000%] EXP Potion
[26/08/2022 16:50:41] Player: Pies Na Baby | Reward: 5x [+500%] EXP Food
[26/08/2022 16:50:52] Player: Pies Na Baby | Reward: 1x stamina potion
[26/08/2022 17:58:47] Player: Boomer | Reward: 1x refinamento excelente
[26/08/2022 17:58:59] Player: Boomer | Reward: 5x [+300%] EXP Food
[26/08/2022 17:59:09] Player: Boomer | Reward: 5x [+300%] EXP Food
[26/08/2022 17:59:20] Player: Boomer | Reward: 1x refinamento excelente
[26/08/2022 17:59:31] Player: Boomer | Reward: 15x dodge stone
[26/08/2022 17:59:43] Player: Boomer | Reward: 5x [+500%] EXP Food
[26/08/2022 17:59:54] Player: Boomer | Reward: 15x dodge stone
[26/08/2022 18:00:04] Player: Boomer | Reward: 5x [+600%] EXP Egg
[26/08/2022 18:00:15] Player: Boomer | Reward: 1x stamina potion
[26/08/2022 18:00:30] Player: Boomer | Reward: 5x [+300%] EXP Food
[26/08/2022 18:00:41] Player: Boomer | Reward: 15x critical feather
[26/08/2022 20:12:27] Player: Bill | Reward: 5x [+300%] EXP Food
[26/08/2022 20:12:44] Player: Bill | Reward: 15x critical feather
[27/08/2022 00:55:50] Player: Pies Na Baby | Reward: 1x caixa da sorte
[27/08/2022 00:56:00] Player: Pies Na Baby | Reward: 1x removedor de frags
[27/08/2022 00:56:11] Player: Pies Na Baby | Reward: 5x [+300%] EXP Food
[27/08/2022 00:56:22] Player: Pies Na Baby | Reward: 1x caixa da sorte
[27/08/2022 00:57:15] Player: Pies Na Baby | Reward: 1x refinamento excelente
[27/08/2022 00:57:25] Player: Pies Na Baby | Reward: 15x critical feather
[27/08/2022 00:57:35] Player: Pies Na Baby | Reward: 1x hyper key
[27/08/2022 00:57:45] Player: Pies Na Baby | Reward: 1x caixa da sorte
[27/08/2022 01:03:40] Player: Pies Na Baby | Reward: 5x [+500%] EXP Food
[27/08/2022 01:03:50] Player: Pies Na Baby | Reward: 1x stamina potion
[27/08/2022 01:17:13] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[27/08/2022 01:19:14] Player: Gringo Paladin | Reward: 1x [+1000%] EXP Potion
[27/08/2022 01:59:01] Player: Volpi Entediado | Reward: 1x removedor de frags
[27/08/2022 02:07:40] Player: Jutinha | Reward: 15x critical feather
[27/08/2022 02:07:52] Player: Jutinha | Reward: 15x critical feather
[27/08/2022 02:08:02] Player: Jutinha | Reward: 5x [+300%] EXP Food
[27/08/2022 02:08:13] Player: Jutinha | Reward: 1x removedor de frags
[27/08/2022 02:08:24] Player: Jutinha | Reward: 15x dodge stone
[27/08/2022 12:21:36] Player: Master Yi | Reward: 1x refinamento excelente
[27/08/2022 12:27:15] Player: Madara | Reward: 1x removedor de frags
[27/08/2022 12:27:25] Player: Madara | Reward: 15x critical feather
[27/08/2022 12:28:21] Player: Madara | Reward: 1x stamina potion
[27/08/2022 13:20:12] Player: Betania | Reward: 15x dodge stone
[27/08/2022 13:25:54] Player: Jutinha | Reward: 1x stamina potion
[27/08/2022 13:26:05] Player: Jutinha | Reward: 15x dodge stone
[27/08/2022 13:26:16] Player: Jutinha | Reward: 15x dodge stone
[27/08/2022 13:26:27] Player: Jutinha | Reward: 1x removedor de frags
[27/08/2022 13:26:38] Player: Jutinha | Reward: 1x stamina infinita
[27/08/2022 13:26:49] Player: Jutinha | Reward: 1x refinamento excelente
[27/08/2022 13:27:00] Player: Jutinha | Reward: 5x [+500%] EXP Food
[27/08/2022 13:27:11] Player: Jutinha | Reward: 1x stamina infinita
[27/08/2022 13:27:21] Player: Jutinha | Reward: 1x removedor de frags
[27/08/2022 15:02:49] Player: Labia | Reward: 1x stamina potion
[27/08/2022 15:03:50] Player: Labia | Reward: 15x dodge stone
[27/08/2022 15:04:03] Player: Labia | Reward: 1x refinamento excelente
[27/08/2022 15:04:14] Player: Labia | Reward: 5x [+300%] EXP Food
[27/08/2022 15:05:15] Player: Labia | Reward: 15x critical feather
[27/08/2022 15:05:27] Player: Labia | Reward: 5x [+500%] EXP Food
[27/08/2022 15:05:49] Player: Labia | Reward: 5x [+600%] EXP Egg
[27/08/2022 15:06:01] Player: Labia | Reward: 5x [+500%] EXP Food
[27/08/2022 15:06:11] Player: Labia | Reward: 5x [+600%] EXP Egg
[27/08/2022 15:06:23] Player: Labia | Reward: 15x dodge stone
[27/08/2022 15:06:34] Player: Labia | Reward: 15x critical feather
[27/08/2022 15:07:03] Player: Labia | Reward: 1x stamina potion
[27/08/2022 18:06:56] Player: Gringo Paladin | Reward: 15x critical feather
[27/08/2022 19:33:48] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[27/08/2022 19:34:01] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[27/08/2022 19:34:35] Player: Comando Voador | Reward: 15x dodge stone
[27/08/2022 20:12:23] Player: Macdeatth | Reward: 1x refinamento excelente
[27/08/2022 22:44:40] Player: Macdeatth | Reward: 15x dodge stone
[27/08/2022 22:46:25] Player: Macdeatth | Reward: 1x refinamento excelente
[27/08/2022 22:47:16] Player: Macdeatth | Reward: 5x [+300%] EXP Food
[27/08/2022 23:14:45] Player: Pies Na Baby | Reward: 1x removedor de frags
[27/08/2022 23:14:56] Player: Pies Na Baby | Reward: 1x refinamento excelente
[27/08/2022 23:15:00] Player: Pies Na Baby | Reward: 1x removedor de frags
[27/08/2022 23:15:36] Player: Pies Na Baby | Reward: 15x critical feather
[27/08/2022 23:15:39] Player: Pies Na Baby | Reward: 5x [+300%] EXP Food
[27/08/2022 23:15:54] Player: Pies Na Baby | Reward: 15x critical feather
[27/08/2022 23:37:38] Player: Gringo Paladin | Reward: 15x dodge stone
[27/08/2022 23:37:49] Player: Gringo Paladin | Reward: 5x [+500%] EXP Food
[27/08/2022 23:38:01] Player: Gringo Paladin | Reward: 1x removedor de frags
[27/08/2022 23:42:24] Player: Lord eld | Reward: 15x dodge stone
[27/08/2022 23:42:36] Player: Lord eld | Reward: 15x critical feather
[27/08/2022 23:48:40] Player: Lord eld | Reward: 1x caixa da sorte
[27/08/2022 23:48:51] Player: Lord eld | Reward: 1x caixa da sorte
[28/08/2022 00:15:34] Player: Pies Na Baby | Reward: 15x dodge stone
[28/08/2022 00:15:45] Player: Pies Na Baby | Reward: 15x critical feather
[28/08/2022 00:16:28] Player: Pies Na Baby | Reward: 1x [+1000%] EXP Potion
[28/08/2022 00:16:43] Player: Pies Na Baby | Reward: 15x critical feather
[28/08/2022 00:16:56] Player: Pies Na Baby | Reward: 1x refinamento excelente
[28/08/2022 01:03:12] Player: Goku Bd | Reward: 1x hyper key
[28/08/2022 01:03:32] Player: Goku Bd | Reward: 5x [+600%] EXP Egg
[28/08/2022 01:56:44] Player: Jutinha | Reward: 1x removedor de frags
[28/08/2022 01:56:56] Player: Jutinha | Reward: 15x critical feather
[28/08/2022 01:57:07] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[28/08/2022 01:57:17] Player: Jutinha | Reward: 15x critical feather
[28/08/2022 01:57:30] Player: Jutinha | Reward: 1x caixa da sorte
[28/08/2022 01:57:41] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[28/08/2022 01:57:52] Player: Jutinha | Reward: 1x removedor de frags
[28/08/2022 03:47:37] Player: Noob | Reward: 5x refinamento excelente
[28/08/2022 06:28:31] Player: Pies Na Baby | Reward: 5x [+300%] EXP Food
[28/08/2022 06:30:24] Player: Pies Na Baby | Reward: 1x caixa da sorte
[28/08/2022 06:45:39] Player: Labia | Reward: 1x stamina potion
[28/08/2022 06:45:54] Player: Labia | Reward: 1x refinamento excelente
[28/08/2022 06:46:10] Player: Labia | Reward: 1x removedor de frags
[28/08/2022 06:46:22] Player: Labia | Reward: 1x removedor de frags
[28/08/2022 06:46:33] Player: Labia | Reward: 1x stamina potion
[28/08/2022 06:46:44] Player: Labia | Reward: 15x dodge stone
[28/08/2022 06:46:55] Player: Labia | Reward: 5x [+300%] EXP Food
[28/08/2022 10:48:05] Player: Dacruz | Reward: 1x refinamento excelente
[28/08/2022 13:12:04] Player: Macdeatth | Reward: 15x dodge stone
[28/08/2022 13:12:40] Player: Macdeatth | Reward: 15x dodge stone
[28/08/2022 13:13:26] Player: Macdeatth | Reward: 5x [+500%] EXP Food
[28/08/2022 13:53:16] Player: Comando Voador | Reward: 15x critical feather
[28/08/2022 17:03:23] Player: Volpi Entediado | Reward: 15x critical feather
[28/08/2022 17:22:05] Player: Goku Bd | Reward: 15x critical feather
